"peak","T3h-Neu-Rep1","T3h-Neu-Rep2","T3h-Neu-Rep3","T6h-Neu-Rep1","T6h-Neu-Rep2","T6h-Neu-Rep3","T12h-Neu-Rep1","T12h-Neu-Rep2","T12h-Neu-Rep3"
"chr20_6005690_6006205",5,26,51,25,56,1,12,3,88
"chr20_8019102_8020109",5,65,97,53,100,2,23,3,125
"chr20_10433933_10434907",8,52,76,36,70,6,14,5,95
"chr20_10673841_10674444",2,35,69,48,73,2,16,4,117
"chr20_13638481_13639235",0,41,66,33,74,0,14,3,96
"chr20_13995053_13995691",1,53,87,66,105,0,26,4,160
"chr20_17682066_17682784",4,56,91,69,116,1,27,8,150
"chr20_17968324_17969250",1,68,126,56,115,1,30,5,178
"chr20_18137530_18138145",2,31,59,31,51,0,12,3,92
"chr20_18287927_18288702",1,50,95,36,68,1,10,3,95
"chr20_18466756_18467631",2,37,74,36,52,2,20,2,92
"chr20_18507247_18508049",2,85,130,65,124,0,22,10,114
"chr20_20052224_20052907",5,38,96,40,73,1,14,6,132
"chr20_20712496_20713175",0,74,120,63,139,2,20,3,190
"chr20_20780089_20780899",5,41,59,15,43,1,9,2,66
"chr20_21125546_21126291",0,31,61,30,78,0,9,4,94
"chr20_21302963_21303964",6,46,85,42,83,2,13,8,108
"chr20_23225327_23226052",9,38,57,21,44,2,11,3,82
"chr20_23350364_23351014",1,46,87,46,77,0,9,2,116
"chr20_23357881_23358647",3,49,111,73,140,1,32,7,178
"chr20_23361650_23362285",2,65,105,77,118,0,33,9,201
"chr20_23421320_23421823",0,12,41,19,26,0,8,3,53
"chr20_24992204_24993093",11,36,71,11,35,3,9,2,54
"chr20_25623361_25624306",3,41,89,31,69,1,20,6,109
"chr20_25696394_25697190",0,59,77,42,75,1,20,2,136
"chr20_31514162_31514761",0,29,54,24,59,0,8,0,90
"chr20_31610449_31611093",0,31,63,22,27,2,13,3,55
"chr20_31723349_31724111",1,51,94,39,102,1,30,8,186
"chr20_31738890_31739523",3,40,70,40,64,0,10,3,79
"chr20_31951855_31952408",0,22,32,23,36,0,10,2,48
"chr20_32040025_32040672",1,16,42,17,32,0,10,4,77
"chr20_32109210_32109913",1,34,66,27,38,1,11,3,57
"chr20_32357844_32358647",4,46,77,38,81,2,20,5,124
"chr20_33489607_33490240",0,41,65,42,75,1,13,1,105
"chr20_33719832_33720701",1,58,98,31,57,1,16,4,106
"chr20_33810853_33811537",2,56,81,41,96,0,12,4,111
"chr20_33992900_33994017",1,99,141,104,220,2,33,14,227
"chr20_34111809_34112674",0,58,91,82,115,0,21,7,198
"chr20_34302957_34303605",3,38,70,31,78,0,22,2,112
"chr20_34676450_34677538",2,46,88,27,72,0,17,4,112
"chr20_34876009_34876718",3,54,74,58,85,2,20,8,123
"chr20_34955320_34956120",0,32,92,32,71,1,13,5,82
"chr20_35092384_35093167",6,42,40,16,49,2,10,4,77
"chr20_35541765_35542300",0,20,37,13,31,0,5,1,53
"chr20_35615851_35616724",1,65,102,41,97,4,16,4,158
"chr20_35742051_35742769",3,74,95,52,108,2,18,5,157
"chr20_35954203_35954954",2,49,86,43,78,0,15,5,117
"chr20_36064522_36065294",6,45,72,27,62,1,4,3,77
"chr20_36605279_36605988",3,76,117,80,151,1,28,10,214
"chr20_36773406_36774218",2,27,71,18,47,4,10,4,96
"chr20_37178709_37179504",1,41,53,21,40,1,9,4,92
"chr20_38472425_38473035",2,34,63,29,57,0,18,4,77
"chr20_38747578_38748687",2,57,81,40,91,0,18,3,120
"chr20_38925997_38926520",0,31,67,20,42,0,15,4,88
"chr20_38961985_38962604",3,49,76,47,73,0,10,3,99
"chr20_40498016_40498745",0,41,47,17,41,0,8,3,79
"chr20_41028427_41029036",1,68,97,60,120,2,20,14,173
"chr20_43457267_43458558",3,94,137,64,117,2,27,10,167
"chr20_43513846_43514583",7,54,69,42,70,20,9,3,86
"chr20_43590391_43591140",1,23,46,25,44,1,9,2,78
"chr20_44210505_44211234",2,46,84,69,78,1,21,7,120
"chr20_44310900_44311586",3,34,50,17,35,2,10,4,93
"chr20_44885149_44885875",3,38,67,38,64,1,15,7,93
"chr20_44966108_44966764",9,25,55,22,62,2,11,2,63
"chr20_45362744_45363384",3,38,79,62,84,0,18,2,146
"chr20_45812284_45812802",2,32,41,16,32,3,5,6,71
"chr20_45857202_45857797",0,44,84,35,75,1,10,3,94
"chr20_45880936_45881463",2,53,56,15,43,0,11,2,61
"chr20_45934477_45935562",5,64,129,82,141,2,24,7,199
"chr20_45971811_45972650",3,60,100,53,95,1,23,7,149
"chr20_46089469_46090190",4,52,91,39,70,0,9,4,87
"chr20_46406071_46406994",5,47,78,29,55,0,11,3,95
"chr20_46689188_46689931",2,66,80,37,65,2,12,6,111
"chr20_47727454_47728111",2,56,72,36,65,4,12,9,97
"chr20_48921411_48922080",3,24,49,32,47,4,6,2,51
"chr20_49045747_49047014",5,85,113,80,125,4,21,10,199
"chr20_49218797_49219631",14,32,61,43,61,1,17,7,78
"chr20_49277924_49278860",7,75,125,77,148,1,21,7,211
"chr20_49812507_49813040",4,33,46,14,31,0,9,0,52
"chr20_49915325_49916001",3,42,84,38,64,1,13,3,113
"chr20_50153380_50154337",5,32,47,22,45,4,4,4,62
"chr20_50730913_50731566",3,58,90,87,146,1,28,4,202
"chr20_50931219_50931983",0,31,56,21,66,2,12,5,65
"chr20_50958274_50959446",1,39,63,25,47,0,14,2,96
"chr20_54207614_54208328",5,32,53,19,40,2,11,1,57
"chr20_56392106_56392734",3,59,114,66,117,1,23,11,162
"chr20_56468253_56468832",10,40,66,37,65,2,5,4,78
"chr20_59031873_59032781",4,59,71,45,86,3,16,4,120
"chr20_59042307_59043154",7,32,60,35,64,3,12,2,103
"chr20_62121776_62122620",8,58,82,85,147,4,20,2,137
"chr20_62237976_62238504",5,35,70,44,82,1,13,2,90
"chr20_62302490_62303169",0,45,62,40,76,1,15,5,117
"chr20_62602531_62603871",2,51,106,39,81,1,14,8,143
"chr20_62793991_62794615",2,43,48,47,76,3,17,4,109
"chr20_62861772_62862335",2,23,26,15,36,2,10,4,52
"chr20_62937604_62938224",0,40,52,36,74,0,7,7,106
"chr20_63537615_63538202",0,34,38,12,30,0,7,2,79
"chr20_63658191_63658817",0,43,67,28,43,0,9,3,88
"chr20_63864757_63865383",0,40,60,20,57,0,9,3,96
"chr20_64079338_64079899",0,31,33,34,83,0,13,6,89
"chr21_5128112_5128756",0,26,36,31,50,0,15,3,84
"chr21_5154240_5155119",0,19,27,18,58,0,7,4,58
"chr21_6499098_6499639",0,22,38,29,47,0,9,4,67
"chr21_7744680_7745241",0,15,25,13,33,0,9,3,29
"chr21_7926068_7926635",0,397,589,88,249,0,88,39,722
"chr21_8212892_8213391",0,12,15,30,34,0,6,1,38
"chr21_8229698_8230199",0,39,47,6,9,0,11,4,70
"chr21_8420026_8420552",0,74,85,20,34,0,13,4,69
"chr21_9246372_9247235",0,95,156,21,55,0,19,2,125
"chr21_10333005_10333511",0,21,26,14,18,0,2,3,41
"chr21_10465506_10466005",0,64,77,12,31,0,1,2,43
"chr21_14027050_14027687",0,38,96,74,131,0,24,2,130
"chr21_14382994_14383580",1,81,176,114,247,0,51,11,241
"chr21_15064893_15065420",3,26,43,22,43,0,10,4,71
"chr21_15333889_15334434",0,22,37,27,30,1,9,6,42
"chr21_16193954_16194705",0,20,58,40,81,1,20,4,101
"chr21_17819110_17820166",2,54,131,79,123,1,39,7,151
"chr21_22516098_22516680",0,21,39,42,63,0,13,3,47
"chr21_23524657_23525190",0,13,56,32,41,0,11,0,71
"chr21_23968548_23969363",3,40,108,68,149,0,31,8,184
"chr21_23977957_23978456",0,7,29,29,29,0,9,1,39
"chr21_25607203_25607861",1,35,60,36,70,1,14,2,83
"chr21_25734614_25735848",1,98,157,116,200,1,41,8,232
"chr21_25967457_25968047",2,19,23,13,31,0,11,4,30
"chr21_28581139_28581686",0,31,77,35,73,1,13,4,87
"chr21_28885013_28885568",1,45,86,58,87,0,14,5,136
"chr21_28992572_28993258",2,103,162,112,208,0,19,10,211
"chr21_29002564_29003119",1,24,67,24,45,0,13,3,66
"chr21_29024566_29025189",0,71,117,72,141,0,23,4,183
"chr21_29073509_29074160",4,42,94,72,107,0,26,7,139
"chr21_31659301_31659939",2,36,57,32,86,0,17,0,97
"chr21_31731569_31732765",2,57,69,45,79,1,16,6,98
"chr21_32278519_32279340",4,44,75,24,56,0,18,8,79
"chr21_32612152_32612815",1,33,70,26,32,0,10,2,76
"chr21_32727435_32728709",6,73,128,76,109,1,29,6,189
"chr21_32771398_32772322",1,41,64,41,70,2,15,1,85
"chr21_33059314_33059943",0,41,49,17,48,0,14,3,101
"chr21_33215435_33216102",1,28,37,17,36,1,14,2,56
"chr21_33324208_33325417",6,61,109,60,100,3,22,9,124
"chr21_33380439_33380938",1,16,18,12,23,0,6,1,34
"chr21_33479652_33480393",3,14,49,19,50,0,9,5,66
"chr21_33542640_33543491",2,70,103,79,125,1,21,8,159
"chr21_33641516_33642611",1,126,195,125,261,1,55,13,267
"chr21_33915501_33916149",1,47,88,34,65,0,20,5,105
"chr21_34072977_34074068",5,44,52,27,62,2,8,2,73
"chr21_34615047_34615616",0,32,54,25,49,0,12,1,82
"chr21_35026589_35027188",2,33,58,31,60,3,12,1,59
"chr21_36059970_36060778",2,57,80,39,90,0,13,5,111
"chr21_36156198_36156857",3,57,112,87,164,0,40,7,204
"chr21_36319815_36320403",3,40,66,39,97,1,18,6,78
"chr21_37072642_37073713",2,45,73,67,110,1,25,4,155
"chr21_37267192_37267917",2,85,114,93,153,0,34,7,208
"chr21_37366128_37366956",7,42,90,69,107,2,19,6,131
"chr21_38805276_38806172",0,26,64,27,59,0,9,3,67
"chr21_39183186_39183985",7,65,107,71,122,1,20,6,179
"chr21_39313429_39314122",2,28,39,22,37,1,5,0,60
"chr21_39348753_39349738",2,58,87,61,108,1,21,7,166
"chr21_39445302_39445974",5,33,63,41,55,1,8,3,90
"chr21_42009747_42010365",0,23,63,50,83,0,11,4,125
"chr21_42496059_42496750",2,53,66,36,84,2,21,7,133
"chr21_42878848_42879734",8,60,90,52,94,5,16,5,157
"chr21_42892853_42893678",3,57,103,60,139,3,20,7,192
"chr21_42973900_42974807",0,92,158,108,204,0,31,9,255
"chr21_43728364_43728977",4,22,53,22,49,3,13,0,83
"chr21_43789188_43789775",4,40,61,30,53,2,14,5,108
"chr21_44106883_44107532",1,12,23,16,37,0,9,2,55
"chr21_44338874_44339702",3,44,77,60,118,0,21,4,161
"chr21_44817253_44818315",6,49,63,38,69,4,15,8,118
"chr21_44873478_44874137",5,28,60,53,67,2,17,9,103
"chr21_45287778_45288339",1,26,54,42,54,3,7,1,98
"chr21_46228682_46229548",5,32,34,40,77,0,17,2,74
"chr21_46323680_46324691",8,59,90,78,149,2,35,8,207
"chr21_46458241_46459017",0,33,72,43,73,0,26,2,132
"chr21_46635230_46636028",0,58,87,62,113,0,24,5,169
"chr22_10749345_10749871",0,39,65,15,24,0,10,4,59
"chr22_11034408_11035042",0,48,60,16,32,0,8,3,38
"chr22_11055752_11056267",0,55,88,18,40,0,4,2,60
"chr22_17084584_17085210",3,36,57,34,68,0,11,5,86
"chr22_17098218_17098865",1,38,80,34,88,0,18,4,100
"chr22_17106329_17107356",1,43,92,39,75,0,12,3,112
"chr22_17158995_17159694",0,29,30,17,37,0,10,2,58
"chr22_17171190_17172155",7,49,81,32,85,4,15,5,88
"chr22_17628468_17629104",3,34,55,24,49,1,9,3,76
"chr22_17638226_17639066",0,35,51,26,44,1,15,4,63
"chr22_18077580_18078184",1,23,38,23,43,0,8,5,45
"chr22_18528408_18529387",4,37,55,21,80,2,15,5,113
"chr22_19122041_19122897",5,36,65,30,68,3,11,3,110
"chr22_19144287_19145112",0,52,93,33,72,0,10,1,84
"chr22_19171305_19171938",4,34,49,18,46,1,13,4,93
"chr22_19431555_19432691",7,65,103,38,72,4,21,6,116
"chr22_19479177_19480104",2,70,103,45,94,2,20,5,99
"chr22_19854600_19855495",1,50,90,45,100,0,21,6,166
"chr22_20079650_20080289",7,48,41,35,46,4,4,1,60
"chr22_20116850_20117704",8,67,104,64,125,4,22,5,162
"chr22_20319774_20320337",0,29,53,11,42,0,9,3,80
"chr22_20702580_20703586",0,53,82,46,118,1,19,5,132
"chr22_20858536_20859259",6,43,86,76,99,1,17,6,147
"chr22_20916967_20917818",1,59,94,52,131,0,22,7,166
"chr22_21001556_21002401",9,49,97,42,85,1,23,7,145
"chr22_21467722_21468964",1,47,95,40,80,0,14,7,121
"chr22_21641797_21642451",0,68,79,27,84,0,23,2,119
"chr22_21665793_21666441",0,45,54,26,39,0,6,5,75
"chr22_21735527_21736118",3,52,40,33,53,0,7,4,60
"chr22_23838547_23839513",7,36,66,39,64,0,13,1,96
"chr22_24156801_24157379",0,29,43,14,44,0,10,1,53
"chr22_24270426_24271334",3,37,66,43,87,1,22,6,144
"chr22_24434600_24435144",1,28,44,12,39,0,8,3,48
"chr22_24554980_24555775",6,51,99,55,124,2,32,5,163
"chr22_25447729_25448355",2,31,51,14,51,1,9,0,59
"chr22_26483387_26484111",2,37,40,25,44,2,8,2,58
"chr22_26672554_26673205",3,34,65,24,66,2,13,3,79
"chr22_27919075_27919875",6,60,73,72,118,2,14,9,156
"chr22_28741580_28742231",2,50,83,39,86,1,20,5,87
"chr22_29267755_29268476",0,38,75,28,64,1,11,6,96
"chr22_29553556_29554101",6,33,46,20,38,2,9,4,47
"chr22_29603185_29603753",3,52,92,53,115,3,9,4,168
"chr22_29766515_29767709",1,73,102,40,79,1,17,7,112
"chr22_29838032_29838645",1,32,70,35,53,0,15,5,99
"chr22_30326613_30327385",3,28,46,28,38,0,10,1,64
"chr22_30356585_30357309",2,48,63,21,43,0,9,2,95
"chr22_30423597_30424358",3,65,88,51,115,2,19,2,126
"chr22_30968900_30969545",8,46,80,35,75,6,9,6,99
"chr22_31661930_31662636",5,37,90,32,73,0,12,5,107
"chr22_31749828_31750488",2,48,74,38,87,0,13,5,125
"chr22_31753396_31754557",0,49,66,37,67,1,18,6,99
"chr22_31944018_31944608",0,32,51,30,65,1,13,4,77
"chr22_35299488_35300442",9,62,107,45,135,2,29,7,202
"chr22_35399674_35400410",3,41,53,29,64,2,9,6,67
"chr22_36387762_36388517",1,60,109,88,160,2,23,7,183
"chr22_36528964_36529643",4,65,102,102,148,2,32,12,226
"chr22_36776002_36776716",3,48,90,50,85,0,12,4,117
"chr22_37199081_37199811",0,54,99,37,84,5,14,4,128
"chr22_37244124_37244911",2,38,66,19,54,0,12,4,93
"chr22_37608213_37608989",9,41,87,41,87,3,18,5,121
"chr22_37658227_37658822",2,61,101,39,101,1,15,3,132
"chr22_37686066_37686636",5,30,52,13,19,1,4,1,52
"chr22_37843819_37844689",5,69,91,59,92,1,16,3,156
"chr22_37953166_37953956",9,34,54,24,38,4,12,0,88
"chr22_38181593_38182227",1,43,60,36,82,0,8,11,121
"chr22_38506140_38506765",9,50,91,38,76,1,11,4,112
"chr22_38700778_38701404",3,32,41,38,44,1,10,3,61
"chr22_38705338_38706077",7,120,165,116,175,2,33,13,242
"chr22_39319384_39320045",0,60,87,64,113,0,24,4,168
"chr22_39399413_39400022",2,35,36,15,43,2,9,1,60
"chr22_39519875_39520905",2,60,140,71,126,1,30,12,170
"chr22_39532456_39533224",3,51,74,41,88,5,16,4,130
"chr22_40043994_40044969",10,72,124,50,130,5,20,11,173
"chr22_40346179_40346816",4,21,61,15,32,1,5,2,71
"chr22_40636500_40637128",4,84,94,77,108,1,17,12,167
"chr22_40651488_40652040",0,24,26,14,28,1,8,2,58
"chr22_40856400_40857369",0,50,102,47,105,0,12,5,146
"chr22_40951012_40951907",2,73,125,70,122,0,21,7,146
"chr22_41091388_41091997",1,38,53,27,73,0,14,1,94
"chr22_41285894_41286689",1,59,101,47,82,2,19,5,128
"chr22_41381089_41382120",2,79,92,65,147,0,19,8,151
"chr22_41413543_41414274",1,32,53,15,36,0,11,3,71
"chr22_41448288_41448929",2,59,75,24,59,1,11,1,93
"chr22_41468457_41469397",0,67,99,45,114,4,23,9,147
"chr22_41544236_41544806",2,37,56,43,62,1,12,6,95
"chr22_41589607_41590370",3,53,100,45,101,2,22,3,127
"chr22_41620940_41621629",4,58,83,38,90,4,13,7,119
"chr22_41688485_41689076",1,27,47,10,35,0,8,1,37
"chr22_41800370_41800911",2,24,44,14,32,0,9,2,45
"chr22_41832518_41833290",6,61,111,81,140,1,23,6,190
"chr22_41946538_41947213",0,46,74,40,58,0,15,9,105
"chr22_42070536_42071335",4,42,76,32,50,3,19,10,102
"chr22_42614448_42615582",5,58,115,56,112,0,19,8,202
"chr22_42856979_42857502",1,31,43,35,68,3,8,9,87
"chr22_43014814_43015589",7,41,71,43,70,4,17,4,87
"chr22_43187337_43187929",5,33,64,46,86,1,10,4,81
"chr22_45163190_45164164",5,30,50,29,68,1,19,3,99
"chr22_45309404_45310303",6,37,67,45,83,3,12,7,128
"chr22_46035637_46036562",4,56,109,56,117,3,23,5,174
"chr22_46296239_46296960",1,44,61,22,54,0,12,4,98
"chr22_46761909_46762885",4,46,70,23,44,4,10,7,74
"chr22_49853015_49853977",7,53,72,59,111,1,18,5,172
"chr22_49918172_49918855",3,32,72,31,94,4,11,4,92
"chr22_49959975_49960830",5,37,63,54,90,3,11,6,151
"chr22_50200629_50201128",0,17,24,14,16,1,2,0,34
"chr22_50507428_50508531",4,56,104,69,112,0,20,6,154
"chr22_50525109_50525954",1,58,65,61,96,2,15,7,168
"chr22_50562541_50563258",2,28,68,22,50,2,16,2,72
"chr22_50582369_50583354",2,76,124,56,146,3,21,12,189
"chr22_50627513_50628595",10,31,50,31,41,5,3,2,53
"chrX_318656_319285",1,26,43,30,45,0,0,0,91
"chrX_1391564_1392527",0,33,42,35,74,0,0,2,91
"chrX_3814637_3815322",1,61,100,86,133,1,0,3,159
"chrX_4240052_4240694",2,11,50,34,34,1,0,3,61
"chrX_4935789_4936369",1,17,54,31,69,0,0,1,68
"chrX_5775939_5776539",1,12,45,35,69,0,0,0,75
"chrX_7083898_7084531",2,23,53,28,42,1,0,0,62
"chrX_7148020_7148889",2,25,55,32,69,0,0,2,73
"chrX_7927043_7927734",2,36,65,46,69,0,0,4,89
"chrX_9462882_9463456",1,32,41,26,46,0,0,2,58
"chrX_10119400_10119928",2,34,50,36,54,1,0,1,75
"chrX_10199112_10199696",0,13,44,13,27,0,0,2,59
"chrX_11759189_11759833",2,17,42,19,44,2,0,1,48
"chrX_12955914_12956604",0,28,73,47,63,0,0,2,87
"chrX_13652810_13653363",1,38,31,41,73,1,0,2,93
"chrX_13734401_13735008",0,30,64,23,56,0,0,1,77
"chrX_14873024_14873564",0,52,93,77,136,0,0,3,134
"chrX_15335336_15335940",1,36,85,56,83,0,0,2,113
"chrX_15674572_15675910",0,62,146,76,171,1,0,4,196
"chrX_15790073_15790709",3,16,42,17,39,2,0,2,46
"chrX_15854566_15855226",0,57,104,56,121,1,0,1,144
"chrX_15911696_15912237",0,29,50,24,60,0,0,2,69
"chrX_16719201_16719808",0,31,52,28,55,0,0,2,58
"chrX_16785999_16786708",0,31,67,36,90,0,0,0,100
"chrX_18425052_18425671",2,42,58,47,65,1,0,2,62
"chrX_18674816_18675333",1,15,40,19,23,0,0,4,33
"chrX_18984143_18985241",3,30,80,31,97,1,0,3,149
"chrX_19343522_19344184",0,41,53,35,82,1,0,2,118
"chrX_20141607_20142239",0,52,83,62,126,0,0,5,119
"chrX_20266757_20267341",1,21,40,38,58,2,0,2,58
"chrX_23782764_23783414",0,36,69,42,86,0,0,0,79
"chrX_23907472_23908293",2,44,74,88,134,0,0,3,171
"chrX_24054021_24055124",1,56,88,72,109,0,0,1,126
"chrX_24464860_24465473",3,32,55,29,60,0,0,1,70
"chrX_24693367_24694013",0,38,84,57,105,1,0,0,125
"chrX_30652697_30653486",2,35,79,57,118,0,0,2,130
"chrX_30889101_30889759",4,44,120,86,135,1,0,2,137
"chrX_34217996_34218564",1,18,47,48,69,0,0,1,63
"chrX_35490775_35491396",3,16,56,34,72,0,0,0,60
"chrX_37320684_37321290",0,21,34,16,45,1,0,1,34
"chrX_37746167_37746713",3,26,56,20,56,0,0,4,36
"chrX_37752976_37753829",1,37,57,37,69,0,0,1,85
"chrX_38327155_38327883",0,35,81,31,88,0,0,5,113
"chrX_38801091_38801617",0,20,25,10,40,1,0,0,33
"chrX_40580476_40581149",1,50,62,41,70,0,0,2,97
"chrX_40735546_40736141",1,32,56,18,39,0,0,3,81
"chrX_41084341_41085704",3,60,121,60,148,0,0,4,183
"chrX_41333791_41334770",4,27,69,39,60,1,0,1,75
"chrX_43654463_43655103",0,26,63,24,63,0,0,0,74
"chrX_46836566_46837092",1,25,55,30,48,1,0,0,74
"chrX_47217573_47218400",1,52,80,64,108,1,0,0,148
"chrX_47233207_47233771",3,28,54,25,55,2,0,0,75
"chrX_48475753_48476553",3,20,37,15,26,2,0,2,44
"chrX_48521463_48522066",1,31,52,19,40,0,0,1,60
"chrX_48539308_48539826",0,30,40,15,46,0,0,0,65
"chrX_48676242_48676876",4,25,39,22,49,3,0,0,69
"chrX_48801123_48802165",3,82,141,90,194,2,0,2,265
"chrX_48918835_48919416",3,19,49,10,42,1,0,0,49
"chrX_48957804_48958765",12,49,93,64,115,2,0,1,166
"chrX_49043307_49043912",2,48,63,35,83,1,0,0,134
"chrX_49100947_49101559",1,36,58,28,46,0,0,2,65
"chrX_49166360_49167597",3,58,112,37,101,4,0,1,139
"chrX_49190766_49191581",0,78,110,56,136,0,0,10,155
"chrX_49268878_49269980",0,80,136,84,161,0,0,3,182
"chrX_49922157_49922796",0,15,53,29,53,0,0,1,70
"chrX_52261410_52262126",0,28,63,19,45,0,0,0,64
"chrX_52896729_52897574",5,26,61,28,57,2,0,1,85
"chrX_52920528_52921494",3,39,57,48,65,1,0,0,97
"chrX_52934613_52935491",1,47,78,40,73,1,0,1,98
"chrX_52958249_52958869",0,29,52,35,56,0,0,4,73
"chrX_52995230_52995871",3,41,54,34,72,1,0,5,85
"chrX_53421925_53423091",3,62,106,38,97,0,0,2,119
"chrX_53683843_53684539",2,56,94,67,101,0,0,3,138
"chrX_54044156_54044849",1,42,77,44,98,1,0,2,92
"chrX_54440027_54440781",4,20,42,21,33,0,0,2,61
"chrX_54999546_55000525",1,36,69,45,80,0,0,0,105
"chrX_55160792_55161429",1,28,48,47,92,0,0,4,106
"chrX_55717342_55717917",0,31,56,43,66,0,0,1,88
"chrX_57121215_57121788",1,13,44,24,45,0,0,0,82
"chrX_63754872_63755466",0,32,75,43,94,2,0,3,102
"chrX_63993819_63994423",0,9,30,20,42,0,0,1,32
"chrX_64205544_64206595",2,53,98,71,131,1,0,3,178
"chrX_64976226_64976791",1,13,27,29,46,0,0,0,40
"chrX_65034523_65035453",1,23,49,34,66,0,0,3,99
"chrX_65534601_65535144",0,29,79,48,111,0,0,4,81
"chrX_66015061_66015610",1,28,43,18,43,0,0,3,48
"chrX_66728669_66729256",1,16,38,23,35,1,0,1,56
"chrX_67780576_67781195",0,17,59,45,56,0,0,4,63
"chrX_70133091_70134122",1,38,64,51,63,1,0,6,102
"chrX_71067907_71068844",0,58,99,56,103,1,0,1,145
"chrX_71283243_71283881",2,18,45,21,52,1,0,1,71
"chrX_71365718_71366512",1,35,67,21,77,1,0,0,90
"chrX_71618314_71618911",1,32,28,18,45,1,0,0,48
"chrX_72100683_72101390",1,28,71,34,61,2,0,3,76
"chrX_73943962_73944572",1,30,51,41,56,1,0,3,88
"chrX_74613976_74614977",0,38,95,71,140,2,0,4,120
"chrX_75273810_75274331",0,18,50,33,89,0,0,6,62
"chrX_76144926_76145935",0,36,51,56,67,0,0,2,96
"chrX_76149153_76149693",0,24,55,47,68,0,0,7,91
"chrX_76172528_76173332",0,19,47,23,56,0,0,0,63
"chrX_77785921_77786492",0,21,25,15,26,1,0,1,30
"chrX_77895259_77895857",4,39,56,58,96,1,0,1,90
"chrX_77899013_77899699",3,20,30,24,45,1,0,1,60
"chrX_78103720_78104351",2,43,97,68,139,0,0,1,162
"chrX_78139372_78139923",0,15,48,13,27,0,0,3,57
"chrX_78321754_78322303",3,13,41,28,30,0,0,3,57
"chrX_80223865_80224614",1,21,75,55,92,0,0,2,77
"chrX_80809693_80810330",0,31,84,64,152,1,0,1,136
"chrX_80812164_80812736",4,10,20,23,39,2,0,1,36
"chrX_81120770_81121301",0,11,26,29,33,1,0,4,42
"chrX_81121482_81122082",2,19,68,69,99,0,0,2,84
"chrX_81201688_81202304",0,17,44,39,62,0,0,1,74
"chrX_86047009_86047775",3,15,47,43,60,0,0,1,60
"chrX_96684364_96685483",2,18,52,38,78,0,0,3,95
"chrX_97563493_97564057",0,14,27,20,37,0,0,0,38
"chrX_99364605_99365216",0,9,26,29,37,1,0,4,44
"chrX_101097664_101098324",2,39,84,47,93,3,0,3,114
"chrX_101390675_101391211",4,19,49,21,39,0,0,1,64
"chrX_101407799_101408366",1,35,95,60,100,0,0,3,104
"chrX_102985144_102985767",5,40,64,36,65,3,0,4,64
"chrX_103686504_103687273",1,69,185,134,196,2,0,6,208
"chrX_104165908_104166596",2,36,82,46,80,2,0,5,113
"chrX_107118329_107119116",1,17,46,22,55,2,0,1,44
"chrX_107628082_107628673",1,35,91,54,108,0,0,0,110
"chrX_107674013_107674534",1,35,44,31,71,0,0,0,67
"chrX_107684904_107685442",0,27,61,28,61,0,0,1,83
"chrX_107716881_107717380",0,13,28,12,38,0,0,1,31
"chrX_108091273_108091982",0,42,134,80,145,0,0,4,145
"chrX_109619523_109620266",5,27,69,28,52,4,0,3,70
"chrX_109732985_109733630",1,24,44,25,42,0,0,0,62
"chrX_110002116_110002804",1,31,64,41,64,0,0,1,62
"chrX_111040748_111041420",0,15,36,27,23,0,0,5,37
"chrX_118212646_118213298",4,13,27,18,39,2,0,2,44
"chrX_118345639_118346397",1,40,96,60,106,0,0,3,106
"chrX_118495279_118496041",0,28,41,28,61,0,0,1,63
"chrX_119236063_119236623",1,14,36,15,34,1,0,1,55
"chrX_119468064_119468766",5,32,63,18,38,1,0,1,58
"chrX_119791443_119792187",2,20,41,19,42,2,0,3,48
"chrX_119852821_119853426",2,30,59,24,45,2,0,3,74
"chrX_119943072_119943983",1,31,62,23,45,1,0,2,87
"chrX_120250392_120250996",2,25,64,29,73,0,0,3,63
"chrX_120629779_120630490",0,50,100,84,164,0,0,1,166
"chrX_123960061_123960644",0,24,67,30,80,0,0,1,71
"chrX_129957108_129957726",0,23,36,13,40,0,0,1,36
"chrX_130086702_130087395",0,28,52,35,65,1,0,3,58
"chrX_130091974_130092599",0,15,50,24,48,2,0,3,66
"chrX_130165554_130166096",1,38,51,40,73,2,0,2,96
"chrX_130268547_130269158",0,25,54,38,71,1,0,1,58
"chrX_130903049_130903568",0,41,99,82,153,0,0,6,159
"chrX_131830374_131831276",3,27,50,40,51,2,0,0,60
"chrX_132023005_132023693",2,21,36,16,45,3,0,0,65
"chrX_132217235_132217793",1,20,28,15,30,2,0,4,41
"chrX_134373023_134373565",0,29,63,36,78,0,0,1,76
"chrX_135520297_135520983",1,31,81,30,94,1,0,2,81
"chrX_136909778_136910479",2,20,40,21,47,0,0,1,59
"chrX_139932778_139933835",1,30,75,49,86,0,0,3,82
"chrX_147738213_147738717",0,10,20,29,31,1,0,1,43
"chrX_149540557_149541216",0,56,106,71,104,1,0,2,123
"chrX_149938265_149938867",6,52,126,56,115,3,0,4,121
